Case number,Match Name,HorW,end_point_id,start_point_id,XG,start_index,end_index,num_shots,duration,distance_covered,number_of_players_involved,num_pass,zone_1_count,zone_2_count,zone_3_count,zone_4_count,zone_5_count,zone_6_count,zone_7_count,zone_8_count,zone_9_count,zone_10_count,zone_11_count,zone_12_count,zone_13_count,zone_14_count,zone_15_count,zone_16_count,zone_17_count,zone_18_count,zone_19_count,zone_20_count,zone_21_count,zone_22_count,zone_23_count,zone_24_count,Start_Zone,End_Zone,zone_transition_count,forward_movement_count,backward_movement_count,net_progress_ratio,num_opponents_front,distance_to_goal,shoot_angle,period,minute_absolute
1,LeverkusenVSAugsburg_Away,0,174505c2-664a-4d98-aad9-3f1093bf795d,df44ea18-1934-4450-823f-db95db70bd4e,0.09838268,814,829,2,13.580312999999999,70.57601158900292,6,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,7,0,19,23,6,6,4,0.5352226720647772,2,11.108555261599054,39.9526835543663,1,17.278383333333334
2,LeverkusenVSAugsburg_Away,0,7b7e1a10-7f5f-4d26-b918-a562d4264294,e963c13f-fc44-4df1-ab4a-37bc5f0985cb,0.02559302,1155,1192,1,44.148588999999994,304.80101646933736,8,11,0,0,0,0,8,1,12,0,0,0,2,7,1,1,0,0,0,3,0,2,0,0,1,0,7,18,15,15,10,0.6092356687898088,1,27.925078334715547,16.74702305723082,1,27.027083333333334
3,LeverkusenVSAugsburg_Away,0,dd1bd9b5-ad51-48ec-97e2-27727f544625,a51b1f41-0969-4140-a417-73e6ac3f9193,0.157486385,1407,1424,2,23.860606,142.688609793282,5,3,2,2,2,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,2,1,0,4,0,0,2,19,11,8,6,0.5644579182907463,4,24.7396442981705,19.717408103751517,1,31.7173
4,LeverkusenVSAugsburg_Away,0,7fc54483-0625-42fa-8a49-37383ace9c9f,7ddbf6e6-ed68-4bff-882b-071cd1814682,0.11429135,1473,1515,1,32.120584,289.28411306909516,9,13,0,3,1,0,0,6,5,0,0,0,3,5,0,1,0,3,3,6,2,0,0,0,5,0,7,23,21,20,10,0.5629234539426266,3,11.216059914247966,41.96309895464679,1,33.96358333333333
5,LeverkusenVSAugsburg_Away,0,bc85f688-dd48-4aea-bb30-7ff754bd9b98,b67fe2b4-f918-4ace-b204-b73f76052713,0.13132846,1563,1603,1,47.251363999999995,326.933989884581,8,11,0,3,0,0,2,1,0,1,3,2,0,0,0,0,1,1,4,5,4,4,0,3,3,3,9,22,23,18,10,0.5411903823413481,2,6.860029154456997,46.583663724501164,1,36.248583333333336
6,LeverkusenVSAugsburg_Away,0,90b6bc5e-e4b7-4b30-a33c-c5611d3809d9,d9d8df0f-d1ec-4c17-b599-dab17dc8570f,0.052352934999999996,1838,1869,2,26.180868000000004,199.1732666299088,7,8,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,2,5,1,5,2,3,0,4,3,16,19,19,13,9,0.50840233804189,3,30.891584614583955,15.532347983963255,1,42.0787
7,LeverkusenVSAugsburg_Away,0,ffe0cb9e-1d53-4cf5-9e08-b1b3f21d3911,4fee8929-6692-4e89-ba44-ee95afe8dee9,0.028836275,2135,2142,1,11.048388000000001,80.8142770097678,4,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,3,3,19,4,4,1,0.9074074074074074,4,26.45770209220748,18.188629516028673,2,47.82553333333333
8,LeverkusenVSAugsburg_Away,0,275da5de-6ced-4def-a639-fdea406c8308,73618bc9-ed4d-4a76-96fc-c455b8bd514d,0.020382116,2150,2193,1,40.679297003,369.3770559761299,8,14,0,0,1,0,0,0,1,0,0,1,1,0,3,3,1,4,0,10,5,4,0,4,3,2,10,18,22,16,14,0.5444183101139858,1,28.053163814443465,15.47254333966377,2,49.961983333333336
9,LeverkusenVSAugsburg_Away,0,eccb00bb-acf3-4788-a4cb-57d617fd57f4,f08d6e6d-502f-46ad-a053-4f80cdf9ce03,0.071716134,2235,2310,2,85.55763900000002,607.0024046848591,9,22,1,0,4,0,0,0,4,0,2,2,1,13,1,3,10,5,6,5,2,4,3,3,2,3,7,23,34,29,22,0.5317722915075931,4,17.12308383440319,27.496171098771338,2,53.45001666666667
10,LeverkusenVSAugsburg_Away,0,97e00f1c-8693-464e-a7a4-fcf06568f5bc,7b79f734-ac61-4682-9127-a689af9010b3,0.191964179,2317,2550,2,250.3461990050001,1352.1290003891297,10,66,5,1,2,1,6,3,11,2,10,19,4,10,16,5,12,23,13,5,3,56,2,0,4,20,10,23,102,90,75,0.5104124764056069,2,9.767292357659818,47.087008809876316,2,58.57618333333333
11,LeverkusenVSAugsburg_Away,0,c6cfad25-1b20-41e4-b1e8-f4e04e00f917,de6d0e3d-d692-495f-9487-bc1a45ab90f0,0.086557517,2754,2809,2,37.61718299999999,167.94919386781868,6,14,0,3,0,0,2,3,0,0,0,0,4,0,0,1,0,6,0,0,20,12,0,0,3,2,11,23,21,24,17,0.535437430786268,2,14.675489770362008,22.783544650360515,2,64.12716666666667
12,LeverkusenVSAugsburg_Away,0,c4836e8b-b534-4415-bf62-39cbe5f3bd11,f0bb8919-f434-4c1b-9e02-d2071fe973ac,0.08122217,2821,2891,1,70.68154700000001,438.6682779157039,11,17,0,2,6,2,0,1,2,2,0,4,0,9,12,0,1,0,12,2,1,2,4,3,4,1,3,23,42,34,19,0.5279029095341565,4,9.079647570252934,50.49627731739523,2,66.05525
13,LeverkusenVSAugsburg_Away,0,9dd32137-bc45-4746-be89-cde55a2ba02a,4494ae48-aef2-45b3-8a3d-b8f40e4bee0d,0.112848714,2896,2967,1,60.311439000000014,468.7499401823707,10,21,0,0,0,0,0,5,7,1,6,6,5,2,1,11,0,4,4,3,1,9,0,7,0,0,7,22,32,31,17,0.5543719485130937,0,12.794530081249565,21.67712929578848,2,68.36435
14,LeverkusenVSAugsburg_Away,0,d5c2a615-ca75-4be8-ac0c-2242345456a1,b5339afe-4bb9-401d-af8d-6f260e5ef93e,0.12957473,3014,3065,1,43.102947003000004,323.62929301735574,9,14,1,0,1,0,0,0,2,0,7,1,7,0,3,9,3,5,0,0,1,4,0,5,3,0,1,22,29,21,17,0.5810359964881475,3,12.809761902549164,36.48630859542,2,70.8206
15,LeverkusenVSAugsburg_Away,0,b41aeef4-5600-4587-9c86-b9b4deda1e14,11b35f8c-3637-44d2-b286-3c1a79095c00,0.06683657,3082,3233,1,125.67755509999999,791.8730182965606,10,40,2,13,1,0,6,5,1,0,12,5,3,7,3,8,7,9,3,3,8,25,3,2,6,20,6,22,75,64,48,0.5173251356787735,3,8.839117603018982,49.84081077650969,2,75.48555
16,LeverkusenVSAugsburg_Away,0,d98fec59-0de2-4cc0-8664-50c218404e83,758728b4-0041-4eda-b9a1-ff4e289b7f9b,0.04399584,3451,3517,1,67.36594600000001,410.95984532507146,9,18,0,4,4,0,7,4,0,3,8,8,0,3,1,0,6,10,0,0,1,1,0,1,3,3,2,23,32,29,17,0.5625234697709349,2,18.41140950606444,20.212982263707907,2,81.41636666666668
17,LeverkusenVSAugsburg_Away,0,d52d42f9-4699-4562-b4d5-a0007613f9c8,6931766f-f41b-4a1b-bac4-71899d752a6a,0.03425886,3734,3807,1,61.699143002999996,365.10933288732673,10,17,0,5,3,5,6,0,0,2,7,0,0,4,3,2,1,7,11,4,0,3,3,2,3,1,5,18,36,31,23,0.5326755218216319,2,24.648935068274245,18.661270007279924,2,87.97225
18,LeverkusenVSAugsburg_Away,0,6da40aea-5006-4902-ac28-d3aa2b9addfe,35af8873-c080-4ada-bf9e-28427fde6ef0,0.030040901,3836,3851,1,10.212744999999998,57.9557091286737,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,7,5,0,0,0,0,16,19,5,8,2,0.5862857142857143,4,26.18415551435639,17.48444334296224,2,88.88826666666667
19,LeverkusenVSAugsburg_Away,0,edf76979-b202-4ab7-9f07-2fc046885c2d,62571d83-f1d7-4981-81e0-9bb81e14676b,0.097868256,3996,4053,1,48.167423002999996,352.6758993413419,9,17,0,3,0,0,5,2,0,0,2,1,0,2,0,3,5,1,2,2,6,14,0,8,2,0,9,22,24,23,16,0.5457843564069075,3,10.107917688624097,43.13944890931941,2,93.83045
20,LeverkusenVSAugsburg_Home,1,972eb987-0c5a-4c1e-92eb-be61658b0ba1,b1eca930-1359-4bae-9576-094075b0d849,0.74691355,611,613,1,1.338397,8.343261,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,22,23,1,0,1,0.0,1,8.709190547921198,50.59424608351797,1,11.21765
21,LeverkusenVSAugsburg_Home,1,2d471cca-8bdc-4204-aa82-59d0fae5bd21,ded9fbde-4afd-46b8-bab6-486436e102fd,0.060549814,701,800,1,84.966062003,513.8665072946525,9,25,1,4,0,0,10,0,0,0,8,4,7,11,6,3,11,1,0,0,15,9,0,0,7,3,9,23,40,37,25,0.5185886810324414,2,13.636715146984622,34.97512023736796,1,15.05595
22,LeverkusenVSAugsburg_Home,1,2196b3ef-b7f7-421d-b71e-8f15b9cd1fa9,b1bc0c1e-ac32-47c7-afca-8a17c642bef9,0.029768612,1193,1276,1,85.027079,504.84852183771477,10,26,0,0,0,0,1,1,2,2,9,11,2,0,4,3,15,12,7,5,3,6,0,0,1,0,5,23,36,34,23,0.5423338029973102,2,23.76489006917557,15.926716902564184,1,24.1799
23,LeverkusenVSAugsburg_Home,1,30004327-97f1-4663-b1b5-26e6642c267e,d0369eda-0b19-4360-bc98-c798bc149b0a,0.36529828999999997,1361,1393,2,24.654645,170.37349984686387,5,6,0,2,1,0,9,0,0,0,7,0,0,0,0,0,0,1,2,0,0,4,0,2,4,0,5,23,16,16,10,0.5445118587975731,2,5.403702434442525,77.08987751713339,1,26.716816666666666
24,LeverkusenVSAugsburg_Home,1,1a0525aa-6f44-477f-9d03-004323383d18,c6d6931b-a1ef-4e80-aa19-f2e5122f67d1,0.030300789,2045,2059,1,19.473865999999997,166.31343834719235,5,5,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,5,3,19,5,7,3,0.7952861952861953,4,26.83151132530555,18.21402043870857,1,42.15076666666667
25,LeverkusenVSAugsburg_Home,1,a29371aa-73b8-4391-a2b6-5d35039cae0c,eac86641-ca4c-48cd-b8f5-56a08bb3b7ec,0.081525005,2141,2169,1,15.680916,130.24713677785718,6,7,0,0,0,0,9,0,0,0,9,3,0,0,0,0,0,4,0,0,2,1,0,0,1,0,5,23,14,13,6,0.5891956782713086,3,17.873164241398328,26.076530995756872,1,46.48903333333333
26,LeverkusenVSAugsburg_Home,1,4880c409-6ee0-4a5f-93d2-97cb9a00bbcd,f81ed986-9dea-4bdb-a0d5-dd62dc64a87e,0.07502105,2329,2346,1,17.559140003,126.56658482005736,5,5,0,0,5,0,0,0,1,0,0,5,3,0,0,0,1,0,0,0,0,0,0,1,2,0,3,23,7,9,2,0.7969151670951157,3,17.3080905937079,26.961735931582215,2,47.04148333333333
27,LeverkusenVSAugsburg_Home,1,d24b2b24-be3c-4bbf-be20-c0574500ead9,0bf5187b-22e0-4830-8524-6a0a73e8c250,0.024325714,2491,2568,1,75.892423006,544.0722814142786,11,22,0,1,3,2,0,0,2,0,0,0,2,6,4,4,3,2,9,3,7,18,4,4,2,1,12,19,32,23,27,0.5179980052588629,3,30.799999999999997,15.916896977393142,2,52.3563
28,LeverkusenVSAugsburg_Home,1,2170a298-e3d5-4f41-a2a4-cf97beb1934b,76227987-5f8c-49dc-839e-cb6d58a5beaf,0.058906764,2619,2659,1,56.69993900000001,285.85544317182644,6,11,1,4,3,0,0,3,5,0,0,0,1,5,1,0,0,1,0,0,0,10,0,0,3,4,2,23,18,19,8,0.5829899456073843,0,14.09432509913121,15.753923240632831,2,54.32318333333333
29,LeverkusenVSAugsburg_Home,1,99ea0fdd-96bd-4078-b8a2-c44466e8eea6,c0aa76e0-9956-45fd-835a-a2626a9d8765,0.061452772,2984,3019,1,31.534304999999996,187.10183824761268,8,11,0,0,1,0,0,2,0,0,0,11,2,0,2,9,0,0,1,0,0,0,5,3,0,0,6,22,11,13,7,0.6157738095238096,2,9.160785992479033,35.42376434931344,2,64.617
30,LeverkusenVSAugsburg_Home,1,8d69492c-d4ff-4d14-97d2-4c00ebad6ada,f5d13757-5fea-43ee-b7fa-d781f7d31cf4,0.16914494,3060,3077,1,16.889713,160.32056459993234,6,5,0,3,1,0,2,1,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,2,1,2,23,8,9,2,0.6630024046719339,1,9.525754563287887,45.394297152636184,2,65.59736666666666
31,LeverkusenVSAugsburg_Home,1,32a9efdb-5333-4be1-86a7-a03c1bf28c40,5ad6453d-fc9b-4828-93b1-e2227575faad,0.0637409,3118,3158,1,40.835663000000004,299.30391143721687,10,14,0,0,1,0,0,0,1,1,1,2,1,0,6,4,12,0,3,2,3,0,0,4,0,0,3,22,17,18,9,0.6088850174216027,2,17.742885898297377,22.14351416654677,2,68.11818333333333
32,LeverkusenVSAugsburg_Home,1,24975a3f-1c57-4475-9149-57d99cd2be53,3c6d5f31-50a9-4bac-86f7-77978af34e3c,0.116737044,3180,3235,2,56.36183199999998,393.1873627342721,9,16,0,3,1,0,3,0,0,0,0,2,0,0,0,3,10,11,0,3,6,8,0,0,3,0,20,23,26,19,18,0.5052955902176007,3,18.07678068683692,23.952588661929774,2,71.3462
33,LeverkusenVSAugsburg_Home,1,f16d5f02-3eb9-4e19-8816-8bbab748f358,85e8ef7c-5268-4a86-94c1-6d1a29025400,0.060702946,3287,3317,1,33.52510600000001,173.1851916416516,6,9,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0,0,7,12,0,0,3,0,3,0,14,23,12,12,8,0.5375798571965427,4,16.44384383287557,28.075768421539998,2,72.84351666666666
34,LeverkusenVSAugsburg_Home,1,a5c5a158-167f-4541-a86f-ec5374736ec8,d6d65bff-1ce0-4384-8537-c151c99079b1,0.030079998,3656,3752,1,97.03336300400002,640.9190843601066,10,28,0,0,10,0,1,0,2,5,2,2,7,4,4,18,11,13,7,5,0,2,1,2,0,0,15,18,43,37,27,0.5118856272734962,2,28.324018076537094,16.23526291781563,2,83.72423333333333
35,LeverkusenVSAugsburg_Home,1,b080ad0f-dba1-4cad-a0a5-3a80d004e136,e6febb53-2ea4-4d86-ab43-4a01257ac15b,0.190452216,3849,3963,3,80.09212500599999,659.8612832989654,9,32,1,7,7,5,0,1,11,1,0,0,6,0,0,11,8,3,6,14,12,9,3,2,6,1,2,19,50,39,36,0.522504195697503,5,24.84069242191127,19.418418810929253,2,89.36005
36,LeverkusenVSBayernMunich_Away,0,83842ff3-709e-468f-9a75-32dd55cd6b0e,8b404929-79bf-4f12-b9a4-087ee4fa00e6,0.07310649,999,1027,1,17.462302,163.76263272109517,6,9,1,0,1,0,0,1,0,0,0,0,0,0,3,0,3,0,2,3,9,3,0,3,0,0,13,22,13,11,9,0.523447401774398,2,16.72991332912397,27.502761105600488,1,22.136633333333332
37,LeverkusenVSBayernMunich_Away,0,5667d74e-c1f0-4282-91a4-5f89c6db16e2,5667d74e-c1f0-4282-91a4-5f89c6db16e2,0.06606824,1051,1051,1,1.052204,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,19,0,0,0,,8,25.49509756796393,19.10619045343993,1,23.90505
38,LeverkusenVSBayernMunich_Away,0,162cfa7d-b412-4314-9bc8-32363be03691,35dd5558-81c1-4d92-9617-5a9600fc5862,0.024618072,1379,1395,1,9.886036999999998,76.51505405379817,4,3,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,8,0,0,10,22,5,7,4,0.5858970868499864,0,8.386298349093003,11.284657376036197,1,30.825683333333334
39,LeverkusenVSBayernMunich_Away,0,76c031af-d1a0-49ec-98c6-f8b8c6f59c8d,5a212df7-9495-4c1f-8997-79ef5bee37f9,0.006139515,1413,1422,1,7.2375370000000006,53.42127862267492,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,14,18,3,3,3,0.8338983050847456,1,34.856993559399235,13.166088449693806,1,31.206683333333334
40,LeverkusenVSBayernMunich_Away,0,e580ccbc-f422-455f-8282-476165725146,cdff5cb5-97a3-4a93-ad0e-1b3c95301148,0.12689573,1444,1453,1,7.325426000000001,39.23390471570967,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,18,22,3,4,1,0.5657197881559942,0,14.368020044529448,22.41546715350804,1,31.637233333333334
41,LeverkusenVSBayernMunich_Away,0,44a74e3a-859b-473b-95cb-906764036a0d,c7d21d6b-1d54-4eb5-b5b9-66594fc1b00e,0.11530868,1876,1903,1,27.550066,164.65856893768984,6,6,0,0,2,0,0,6,11,0,0,0,3,0,0,1,0,0,0,2,0,0,0,3,0,0,6,22,11,10,8,0.5901715345387112,2,13.68539367354845,32.11666799441384,1,39.942116666666664
42,LeverkusenVSBayernMunich_Away,0,9327f533-e6ef-4c9e-b0d7-e382931e953e,9327f533-e6ef-4c9e-b0d7-e382931e953e,0.003449392,2466,2466,1,2.343122,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,15,0,0,0,,2,61.544211750578135,7.805918309098332,2,50.95786666666667
43,LeverkusenVSBayernMunich_Away,0,81abdd8f-aa8d-4866-958a-0bb09e4c9cfe,ceea90f2-d0bb-46d3-bded-e720eb8e1bd7,0.36008543,3608,3651,1,38.34110199999999,236.18511463653425,7,12,0,0,2,0,0,0,3,0,3,8,2,0,3,7,0,0,7,1,0,0,0,8,0,0,7,22,17,19,10,0.5630799283737589,0,10.25329215423027,35.980513877705434,2,77.83168333333333
44,LeverkusenVSBayernMunich_Away,0,85e396a8-118d-44af-a36a-c585a7caacb8,658a05c7-7be9-43b5-b9df-becb2ddecf90,0.29456773,3674,3791,2,83.61816199999998,591.5695200754215,11,33,0,2,9,0,3,3,2,0,19,19,6,0,6,7,2,3,1,7,17,0,0,9,3,0,5,22,50,46,41,0.5151090560926627,1,21.43735058256967,19.763156758051434,2,80.16738333333333
45,LeverkusenVSBayernMunich_Away,0,5338f09e-864f-4abb-bf7d-13ce7f7e1892,b4e120c3-02c1-4df4-a3bc-71643a76459e,0.117368564,3944,3978,1,28.871230000000004,196.86919777949277,6,10,0,0,3,0,6,5,0,0,0,4,6,0,0,3,3,0,0,2,1,1,0,1,0,0,6,22,16,15,11,0.5821314102564102,3,17.36116355547634,26.671806486499495,2,84.36233333333334
46,LeverkusenVSBayernMunich_Away,0,e60bd19e-3e61-4b34-82f6-77046e0a643f,3c58ddaf-e71a-4c2a-aa6e-1642c6509c2e,0.24694893,4008,4047,1,39.005658999999994,279.0448544151832,10,14,0,1,0,0,0,3,1,0,2,6,4,3,0,1,5,7,0,0,1,0,0,4,1,1,15,22,22,19,11,0.5964487489911219,1,12.185236969382256,36.58586351413794,2,87.18198333333333
47,LeverkusenVSBayernMunich_Away,0,3f2ab42d-6012-4d8d-be29-bf09dd10ef74,59a326b5-720d-4661-93a1-c64385a6b94f,0.7835,4183,4236,1,50.851237,316.43584628531215,8,17,1,1,0,0,1,0,1,0,4,4,6,2,11,4,3,0,2,4,3,3,0,0,2,1,11,23,27,24,14,0.5527852296039135,0,11.900420160649796,39.781895390059795,2,93.77983333333333
48,LeverkusenVSBayernMunich_Home,1,214a0940-1a3e-4c80-8769-558561d3bdb9,11271b3a-64f4-4814-bf99-5a17099ef7d2,0.067980394,566,592,1,21.496699000000003,208.38377877671556,7,8,0,0,6,3,0,1,4,0,0,2,0,1,1,0,3,0,0,3,1,0,1,1,0,0,4,22,16,11,9,0.5791208791208791,0,22.772132091659746,18.208624896714174,1,10.27815
49,LeverkusenVSBayernMunich_Home,1,b1eb5bd8-29a5-4595-8851-7fab15cd4580,946593e3-64bd-44fb-bd53-c9a4e2d6419e,0.32476836,884,924,1,28.393266999999994,274.28851321186215,9,10,3,9,5,3,0,0,0,0,0,0,4,3,1,2,1,0,0,0,0,0,4,0,6,0,3,23,21,15,16,0.5527265817974539,0,12.020815280171307,25.892984617673214,1,17.590916666666665
50,LeverkusenVSBayernMunich_Home,1,ba681c4c-f520-4c50-baa6-ab762c963a61,80aef467-99d4-40f2-9283-5fff32d8423c,0.260391248,1100,1135,4,23.460196,288.8235652045512,9,8,0,4,5,6,0,0,3,3,2,0,0,0,1,0,0,0,1,0,0,0,1,4,4,0,4,22,23,14,13,0.5335331335331336,2,10.568348972285122,29.017427757125553,1,23.571916666666667
51,LeverkusenVSBayernMunich_Home,1,6f4e27cf-73d8-42da-934e-affa6c5679c9,c0608712-3489-432c-9498-cbfdfa4485bf,0.07319044,1616,1636,2,9.477072,71.28542335344486,8,4,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,1,4,0,20,23,13,10,7,0.5140489913544668,6,10.948972554536793,42.54503096109773,1,36.25416666666667
52,LeverkusenVSBayernMunich_Home,1,323dd7b9-279d-43b7-a7ed-df9976366da8,0c39d6c0-e21c-4c29-baf9-c767d0b2db2c,0.028523209,1742,1873,1,123.6680381,792.1760108478431,11,39,3,3,0,0,6,8,4,1,23,16,11,4,10,7,2,6,7,5,3,3,7,0,0,3,6,18,66,51,44,0.51909219476059,2,28.178005607210746,15.752509087104297,1,40.045683333333336
53,LeverkusenVSBayernMunich_Home,1,330f17c4-2155-40b4-ba0c-7cfe8dded159,122b6682-afc2-4e39-a3fc-dc81455f4f80,0.15563484,2355,2381,1,36.665931,202.13064933660235,7,8,0,2,1,2,0,0,0,5,0,1,3,1,2,2,0,0,2,3,0,0,0,2,1,0,2,22,16,12,7,0.6198234894772573,0,14.396180048887969,19.593365269686988,2,49.0583
54,LeverkusenVSBayernMunich_Home,1,42d1a571-12fb-402e-a71f-c97406e1e607,063d8e70-ca59-4188-b40b-925dc5039e8d,0.01002003,2786,2818,1,25.012613000000005,161.9576165228444,8,9,0,0,0,0,0,1,0,0,11,6,0,0,4,0,7,1,0,0,1,1,0,0,1,0,9,23,15,14,8,0.5711280567972653,1,24.120530674095875,12.58337188667239,2,58.529466666666664
55,LeverkusenVSBayernMunich_Home,1,66d26935-f0c5-4574-af05-2223f780e8b5,5cf04d72-23b4-4564-8567-7c20a03ce4d0,0.05841828,3297,3383,1,57.80669799999999,404.74561610876907,9,26,0,2,0,0,2,1,0,1,11,4,3,1,21,3,7,6,9,7,3,0,0,0,6,0,5,23,38,35,27,0.531121030910469,1,14.980320423809362,21.87938778075318,2,72.9257
56,LeverkusenVSBayernMunich_Home,1,a38faed5-995c-4dbb-9216-76345fef3cc1,56108978-3c96-4773-b351-e24f4bac1744,0.045614313,3986,3995,1,10.339624999999998,77.47391500509055,2,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,8,23,5,4,2,0.6006006006006006,2,18.31529415543195,19.59482761072,2,87.53718333333333
57,LeverkusenVSBayernMunich_Home,1,57cf2298-1d5f-4ddc-b495-a7c5a1293725,e798fd16-86c5-47e8-a1fb-053060def56c,0.009305765,4150,4156,1,9.132254000000001,73.94040914366839,2,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,2,0,0,0,0,1,0,0,0,0,8,20,4,4,0,1.0,2,46.79797004144518,7.098275320772823,2,94.64775
58,LeverkusenVSBochum_Away,0,29922617-eb58-413f-8c29-e13c78f199f6,b009f9d0-c177-4bca-870d-bbefe071fecc,0.07194631,414,458,1,42.16601199999999,341.80797725543016,10,13,0,0,0,0,4,1,4,3,5,15,4,0,1,2,3,0,0,2,0,0,0,0,0,0,8,18,19,14,15,0.6083569405099151,6,25.53624874565565,18.83841265118452,1,15.946216666666666
59,LeverkusenVSBochum_Away,0,d2360c7b-f93a-43b2-ac0c-67c81e228c60,577980e4-d9bf-4d88-89c2-1395c3f06b4f,0.041582808,623,698,1,97.492232,687.7254229721005,11,22,0,1,7,0,2,1,2,0,1,6,6,3,6,9,11,4,3,1,2,6,0,3,2,0,3,23,35,30,22,0.542603071948262,3,10.041912168506556,36.99452764168275,1,22.6726
60,LeverkusenVSBochum_Away,0,06131845-bb90-4cb5-955f-c8454fa8dc7f,c1616b98-042e-4857-a323-1a0c0502a6b0,0.055520704,829,965,2,118.89303500000001,879.3454816899575,11,40,0,5,6,1,0,2,3,1,0,5,4,1,2,12,9,5,16,12,31,4,3,6,3,5,2,19,64,53,40,0.5207543681242489,2,26.880476186258303,14.800317579117863,1,29.7407
61,LeverkusenVSBochum_Away,0,f641856a-9f83-4efa-8642-82ba8958b79e,75813a02-9f08-4da8-82ba-42b884ca785e,0.06597038,1100,1190,1,91.51688999999999,739.0003134287347,10,28,1,3,2,0,3,0,0,0,0,0,0,0,0,11,3,1,12,17,14,9,0,3,3,9,2,22,41,31,25,0.5547984099943215,4,9.6130120149722,48.21878657179243,1,35.58235
62,LeverkusenVSBochum_Away,0,2e430d3e-2741-4d49-9e80-8963abb4d73f,b613c5cf-c882-4eda-915b-093e731bd922,0.053766534,1196,1251,1,46.949242000000005,428.7833677436523,10,18,0,0,11,1,0,0,2,1,0,4,4,0,3,0,5,3,0,4,0,0,6,12,0,0,4,22,24,23,13,0.5468196232046261,2,12.041594578792296,28.581216093632356,1,37.21196666666667
63,LeverkusenVSBochum_Away,0,a255cf1e-f73e-434f-a910-58360bd4aa60,514b56e9-8ae8-40de-bfc2-ef631690b2cd,0.023349753,1304,1382,1,79.30822200000001,548.595996713826,8,25,0,0,0,0,0,0,2,2,1,3,6,0,6,10,10,1,18,9,8,0,3,0,0,0,9,19,30,27,21,0.5715437323659814,1,28.3734030387615,16.296153236736707,1,39.657983333333334
64,LeverkusenVSBochum_Away,0,7c2798b0-6986-4566-86ce-0a351c33986c,0d6f4ccd-4ebf-4961-aec8-9590ca2675d6,0.043790568,1388,1415,1,30.81364899999999,259.2585984279475,8,9,0,1,3,1,0,0,2,0,0,0,3,3,0,3,3,4,2,0,0,0,1,0,2,0,4,23,14,13,6,0.6482148706190631,3,12.578155667664477,37.62243718738087,1,40.78555
65,LeverkusenVSBochum_Away,0,bbe92ecc-45d8-4ffc-817b-444112682107,b8f4d8c3-5f26-4a84-aa9e-f609263349d0,0.7835,1563,1595,1,20.439326,209.569894839946,8,8,0,4,2,0,0,0,0,0,0,0,0,0,7,6,0,0,4,0,3,0,0,0,7,0,3,23,17,13,9,0.5768891502499264,0,12.0,39.4783616717897,1,46.30173333333333
66,LeverkusenVSBochum_Away,0,5bf94991-d33b-4fad-9c75-5acad6f58186,c4dcb593-2b0d-44b9-83d1-14028d134345,0.0272795,1675,1704,1,25.08339903,198.17400622246942,7,8,0,0,1,2,0,1,0,0,0,0,0,0,0,6,1,6,3,2,0,1,3,3,0,0,15,18,14,12,8,0.516324200913242,0,23.03258561256204,19.025952132114647,2,48.88068333333333
67,LeverkusenVSBochum_Away,0,eefe3d33-edae-4a15-ba89-93b9220cf6ad,eefe3d33-edae-4a15-ba89-93b9220cf6ad,0.118455246,1756,1756,1,0.317294,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,22,0,0,0,,0,17.397126199461795,20.75067999368548,2,49.82785
68,LeverkusenVSBochum_Away,0,ce657a2c-9ba5-402a-adfa-181697e21398,163fcffd-faf9-4842-9ab4-90c1b50d6145,0.03879495,2026,2083,1,52.20487800000001,406.8075664261508,8,15,0,0,0,0,0,0,3,4,2,2,0,1,5,9,4,7,9,10,1,1,0,0,0,0,18,19,30,23,19,0.5060901339829476,2,25.5049014897137,19.161863402006265,2,57.395783333333334
