Case number,Match Name,HorW,end_point_id,start_point_id,XG,start_index,end_index,num_shots,duration,distance_covered,number_of_players_involved,num_pass,zone_1_count,zone_2_count,zone_3_count,zone_4_count,zone_5_count,zone_6_count,zone_7_count,zone_8_count,zone_9_count,zone_10_count,zone_11_count,zone_12_count,zone_13_count,zone_14_count,zone_15_count,zone_16_count,zone_17_count,zone_18_count,zone_19_count,zone_20_count,zone_21_count,zone_22_count,zone_23_count,zone_24_count,Start_Zone,End_Zone,zone_transition_count,forward_movement_count,backward_movement_count,net_progress_ratio,num_opponents_front,distance_to_goal,shoot_angle,period,minute_absolute
360,LeverkusenVSHoffenheim_Home,1,70c88f35-d9b6-45a9-84b5-983ec4edb695,a5487c9e-ad15-4a92-9e77-ff88ebe1707c,0.318875782,3599,3662,3,57.62311700000001,418.35246837184945,9,17,0,1,5,2,0,0,0,2,0,0,4,0,0,3,4,5,3,6,3,3,10,9,3,0,11,22,33,25,21,0.5216172155200521,1,12.080562900792332,37.860098137223325,2,87.40563333333333
361,LeverkusenVSHoffenheim_Home,1,326beb2b-4f8c-4cab-b607-7a96334c31a9,4a64d842-44aa-4304-8f02-5e418737017b,0.041741293,3668,3702,1,33.729035,231.75190459470784,10,11,0,0,1,0,1,0,0,0,6,1,0,0,0,0,0,3,0,2,0,8,0,6,7,0,9,18,11,12,9,0.5843182473335256,1,22.601327394646532,20.259914563734128,2,88.8052
362,LeverkusenVSHoffenheim_Home,1,8934c30c-872b-4f0e-bd44-6b0a16933c9f,22f22bd2-a9e3-4852-aedd-0efb69972e7f,0.5939515,3708,3759,1,35.59027800000001,316.87393368851355,9,17,0,1,0,0,2,1,2,1,6,0,6,0,0,2,2,9,7,2,3,3,0,2,3,0,9,22,19,22,12,0.5670010748835542,1,4.527692569068709,87.10554808294754,2,90.20885
363,LeverkusenVSRBLeipzig_Away,0,8e5a686b-1115-4ba2-9d63-04cb38e685c9,61becf53-f337-441c-8fab-1a7a80f28ffd,0.029031394,353,365,1,18.245422999999995,188.0935933856521,4,4,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,4,0,0,0,1,0,3,19,8,5,4,0.6099213879100027,2,26.900743484149285,17.744172945582743,1,5.910633333333333
364,LeverkusenVSRBLeipzig_Away,0,acbfb3a8-6469-4ab0-b391-c1308e661799,5cc71930-86e1-4e89-ad5f-353d43fb257c,0.047096375,467,492,1,29.932334999999995,221.91974461481897,6,7,0,4,5,6,0,0,0,3,2,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,2,22,9,11,5,0.6587677725118484,1,23.015212360523638,18.360800288534808,1,9.971516666666666
365,LeverkusenVSRBLeipzig_Away,0,f26e400c-f1e4-4293-a3cd-ad4705a38e8f,7ce9ed90-30c2-4c8d-b2d6-334a468b6adf,0.045703232,1114,1219,1,93.16598700000003,653.3623399948291,11,35,0,0,4,0,0,1,2,0,1,16,9,0,6,19,15,13,3,3,0,5,4,4,0,0,3,18,38,36,30,0.5654247391952312,4,22.50199991111901,21.664070927126254,1,26.03865
366,LeverkusenVSRBLeipzig_Away,0,f2e5963e-6bf6-4d29-8b23-0e736213300b,c118513a-fd62-4ad8-90bf-0991d019b45f,0.02334218,1394,1398,1,4.308409,15.64250641316261,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,19,19,0,2,0,1.0,2,31.072174046886385,15.163529017040126,1,30.964716666666668
367,LeverkusenVSRBLeipzig_Away,0,076cd6ba-eb1f-4ab5-9fcc-cd2fe8242a03,e6c26496-38c6-4f2a-bf83-f2741026f6a8,0.073806174,1530,1630,1,91.05481200300001,626.2862955087282,10,30,0,3,1,0,2,3,4,0,1,11,3,4,17,21,10,3,4,4,3,3,1,1,2,0,12,23,47,41,30,0.5332766319370614,3,9.570788891204325,47.933174091685096,1,36.026583333333335
368,LeverkusenVSRBLeipzig_Away,0,c554ca99-a058-4c2a-aee1-e6db783bd159,9c245501-ef64-4d0a-9a0d-36d7fe0b929b,0.020508459,2093,2131,1,29.596662004000002,166.751909645266,7,10,0,0,2,0,0,0,0,0,1,1,3,6,0,11,5,5,0,0,0,0,0,5,0,0,12,22,19,18,10,0.546583850931677,1,17.142053552593982,16.220080706556576,1,47.106633333333335
369,LeverkusenVSRBLeipzig_Away,0,34b7332c-6c9a-418d-8b9d-8e7051e4eb1c,69d83aad-fd1c-40e0-8d98-b3b6df3ebe04,0.7886074,2189,2275,1,79.182136,639.409730120768,9,28,0,1,0,0,0,5,1,1,8,5,9,0,13,16,7,3,8,0,0,0,5,3,2,0,15,23,36,28,25,0.5354161396407793,0,5.728001396647876,67.49866801623182,2,46.26701666666666
370,LeverkusenVSRBLeipzig_Away,0,026b70bb-f466-414f-ab42-ea78913ed33f,2d85752f-b945-4a20-ad3b-2bd61d6ac6c2,0.08268725,2385,2517,1,122.70789900300004,936.211928827076,10,40,0,2,1,0,0,8,5,3,19,26,9,16,18,7,4,4,0,0,0,2,0,3,1,4,10,22,61,46,39,0.5275453827940015,0,15.86442561204155,18.007102720501887,2,52.5358
371,LeverkusenVSRBLeipzig_Away,0,6399ab69-693b-4133-9db8-5fa356ff7ff2,187dab3d-89b2-42f7-9086-cc8c677118ac,0.068974085,2599,2631,1,22.728667,196.8223651727667,6,10,0,0,0,0,0,0,1,0,0,0,0,7,1,0,0,8,2,5,0,0,3,6,0,0,16,22,12,12,7,0.5996614473127381,1,13.510366390294527,27.232107465088582,2,54.596000000000004
372,LeverkusenVSRBLeipzig_Away,0,cfc2c881-aa53-456f-b264-f07e54c71e50,60226e1c-85bd-43e0-86f2-4c7b10a5615d,0.18319073,2841,2907,1,53.11898500000001,437.7676579775343,10,20,0,1,1,1,2,5,4,0,2,7,6,3,1,0,4,0,5,7,0,1,8,2,2,0,6,23,32,25,20,0.5368203716448726,2,4.879549159502345,79.79796498802565,2,62.86751666666667
373,LeverkusenVSRBLeipzig_Away,0,d24074ce-8755-464b-a571-1410e818c108,337724b6-4645-48eb-9072-7a6b19d99436,0.053576183,2962,3028,1,62.989223,455.8593644383744,10,19,0,0,2,1,0,0,3,6,2,0,4,2,14,9,3,3,7,5,0,0,0,6,0,0,8,22,33,23,22,0.5298362250689151,4,20.8,21.766348885489624,2,67.39923333333334
374,LeverkusenVSRBLeipzig_Away,0,abc0866f-3aa9-48da-93e3-76607762379a,103c2fa2-eba2-4473-a42d-65287820af20,0.02492347,3043,3052,1,5.1717059999999995,33.708042909763435,3,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,20,18,5,3,4,0.5003465003465003,4,27.358545282964148,17.54590545505932,2,68.90871666666666
375,LeverkusenVSRBLeipzig_Away,0,df71ee04-432b-440b-adad-14ef9d72d70c,5e1f6084-2f55-4657-aee3-64f03209a2f7,0.044024237,3113,3210,1,76.33355100099996,535.62227893452,10,29,0,1,3,0,0,1,0,0,0,1,15,10,7,27,3,14,1,1,2,1,3,4,1,3,11,22,39,34,28,0.5202124286620166,1,20.46191584383046,19.2209186759629,2,72.8777
376,LeverkusenVSRBLeipzig_Away,0,93d904b6-833f-44af-9510-4e4992a6b508,812f9e81-4f9b-4360-8dbb-852452d093dd,0.05831537,3385,3511,1,99.21179600199997,732.1864122585312,11,40,3,2,2,0,3,2,0,1,7,7,8,0,6,10,7,2,3,5,20,19,2,7,4,6,1,22,49,53,28,0.5393158596179477,1,10.208329931972223,28.93723633755835,2,79.54036666666667
377,LeverkusenVSRBLeipzig_Away,0,47548962-cb46-43f1-b770-c92667223c10,0d25a969-6554-4e8d-8994-3838fa44aa12,0.09294254499999999,3598,3644,2,24.623673003999993,230.33152820223074,9,14,0,2,4,0,0,0,0,1,0,0,0,0,9,0,0,0,9,3,0,0,0,15,2,0,17,22,15,19,15,0.5108037247988428,2,20.36909423612154,17.032602358556296,2,82.5235
378,LeverkusenVSRBLeipzig_Away,0,9f68d00c-90ef-4d5c-94dd-cf221ca29534,478fd0f6-7345-4cca-b7c6-199e9e467376,0.062444646,3647,3683,1,23.317266,105.20475909053184,6,5,7,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,1,10,20,22,23,16,13,0.5078869536641474,5,10.012991560967187,46.213530115812034,2,84.37955
379,LeverkusenVSRBLeipzig_Away,0,060082ee-d0e7-4741-b1d3-3ff14f6adb90,d229fb57-ab19-4f36-b7b6-2b9ed76415fc,0.18142767,3880,3901,1,14.398340999999999,120.25384889149768,7,5,1,0,1,0,0,0,0,0,0,1,4,1,0,2,3,3,0,0,0,1,0,2,1,1,12,22,16,10,7,0.5503639749449806,3,5.011985634456671,80.14959721826327,2,90.67421666666667
380,LeverkusenVSRBLeipzig_Home,1,2fa0470b-b096-4e0f-8f7e-5c3bdc27abbd,6aa04e2b-f226-4e4c-84a1-6438d188c9a6,0.020733545,96,111,1,7.407216002,45.984080221579454,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,1,0,0,2,0,20,18,6,6,5,0.49317617866004965,2,30.647185841443907,14.575534746566817,1,1.99005
381,LeverkusenVSRBLeipzig_Home,1,3fd1b5d6-f4a7-405d-be71-58f35782e15c,a56a5487-a30d-4bce-9d39-e18176eac0c3,0.03869969,407,440,1,28.060847999999993,228.62603908343704,8,9,0,2,3,2,0,0,1,0,2,2,1,1,0,1,0,9,0,5,2,0,0,1,2,0,2,19,20,16,8,0.5549865886369179,5,24.279209212822394,19.747494720152975,1,7.837916666666667
382,LeverkusenVSRBLeipzig_Home,1,7d9b770d-fe1c-481a-a4dc-bf99d71705e6,c72c5705-e0b0-4776-8901-91e7f9327b7b,0.49154305,1082,1093,1,8.359264,52.439346302275865,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,8,0,20,23,4,4,3,0.5598519127930892,2,7.443117626371361,56.226638065359,1,23.0759
383,LeverkusenVSRBLeipzig_Home,1,64390818-5404-4d83-ab41-07af760ffa7d,006e870f-f064-4742-8163-aba49964a70f,0.28478991,1430,1478,2,38.127767000000006,305.3108778933003,9,13,0,0,2,0,0,0,1,0,0,4,7,5,6,3,3,3,1,0,2,1,0,5,5,0,11,23,27,17,17,0.5472690700912889,5,7.111258679024404,62.352690687072496,1,34.0529
384,LeverkusenVSRBLeipzig_Home,1,4dbe152a-6aa2-46c1-93c2-d1cb3acab04d,0b565857-066d-4b23-b6e9-e0909b3d73ad,0.13226183,1515,1544,1,34.105913,308.1673083892881,6,9,1,3,4,0,7,3,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,6,22,16,15,6,0.5758369178978866,2,8.79317917479225,50.904193179071484,1,36.85816666666667
385,LeverkusenVSRBLeipzig_Home,1,5df16513-d372-4a46-9661-09c10341a40b,b9140ead-17d2-4ac5-b23e-ad6e1855fc34,0.30528295,2021,2051,1,31.05363,288.37858523794057,8,8,1,3,1,5,2,0,0,0,3,2,0,1,3,4,1,0,0,0,0,0,2,2,1,0,4,22,17,13,8,0.5928002894356007,2,10.647065323364938,40.48853425186822,2,47.450116666666666
386,LeverkusenVSRBLeipzig_Home,1,c8521aea-0248-4c7c-9036-c103ff5e2416,a39bf88b-6e99-4b6e-9ca0-6f4b94ec47d1,0.042780038,2351,2357,1,11.416895,57.68713807857949,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,0,1,0,0,0,0,0,12,19,3,2,2,0.8325358851674641,2,26.389770745499092,18.344169884211592,2,56.58266666666667
387,LeverkusenVSRBLeipzig_Home,1,f8cd5da5-6a20-41ad-8794-4397b76a11cf,b756c8a3-5470-42ff-abff-c448b74a75ad,0.14435048,2581,2661,1,58.278636999999996,455.11360922996755,9,18,7,3,1,0,0,2,0,0,1,10,11,2,4,4,8,6,0,0,0,3,1,0,3,10,2,23,42,29,31,0.533848575926721,3,16.13071604114337,28.4429275672146,2,63.3416
388,LeverkusenVSRBLeipzig_Home,1,bcea08d2-3377-4014-a452-aec0bed0d80e,82747549-3ddc-4196-997b-6f8a662de896,0.038662,3410,3422,1,11.721308,81.40961890342109,3,2,0,0,0,0,0,0,1,0,3,3,0,1,4,0,0,0,0,1,0,0,0,0,0,0,10,18,6,5,3,0.6295793758480325,2,22.989562849258363,19.86838677972775,2,86.66666666666666
389,LeverkusenVSRBLeipzig_Home,1,370ef086-b3b1-4f8b-bc58-9de8a0dbca5d,161c6774-831a-4a7b-8182-2af0689e3f81,0.024260674,3714,3729,1,18.659499,119.03259186089605,3,2,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,2,1,3,4,0,0,0,0,0,6,19,7,6,5,0.6092564491654021,1,29.44775033852332,14.45368887040067,2,95.5855
390,LeverkusenVSUnionBerlin_Away,0,452ac1fc-6e97-459f-8819-62bc82078292,bb90bdd6-5484-4499-9594-d1f02434140e,0.084877156,103,140,1,34.990747,344.7051652201033,7,13,0,0,1,2,7,10,3,6,2,1,0,3,0,0,0,0,0,0,2,0,0,0,1,0,4,23,18,13,13,0.7623363544813696,0,18.66976164818394,18.738550581941247,1,2.218166666666667
391,LeverkusenVSUnionBerlin_Away,0,6627cd42-a35b-4e4e-9fd3-05d3269bca36,5e808c8e-f507-4007-bb07-f49a704d059c,0.059973178,271,317,2,34.07109799999999,298.6978158140814,10,10,3,3,5,5,0,1,0,6,1,0,1,1,2,2,0,0,2,3,6,0,1,1,3,0,9,19,28,19,16,0.524223425477344,4,32.27212419410907,14.98723032476477,1,6.500466666666666
392,LeverkusenVSUnionBerlin_Away,0,3d1c53e1-4b07-4648-806c-2dc0b2ee5347,9044da4a-c1d5-4ce3-8e97-b419d32e14fe,0.075614184,377,424,1,33.352039000000005,276.9771579892747,8,15,0,0,0,0,0,3,0,0,1,0,0,0,12,11,8,2,3,0,7,0,1,0,0,0,21,19,19,13,15,0.5090604026845638,4,23.385679378628282,19.312326808407043,1,10.325766666666667
393,LeverkusenVSUnionBerlin_Away,0,bcdb8320-5e4f-4c64-910a-f4ff7ace5e8b,e1f19e7b-6894-4991-a9c3-e955d84c5f46,0.11838936,525,580,1,51.434699,408.41253249987597,7,17,0,0,1,0,0,0,0,0,9,9,9,7,10,0,1,3,0,2,0,0,0,2,1,2,13,22,26,19,15,0.5402423193422761,2,9.070832376358851,49.933760487848524,1,14.90085
394,LeverkusenVSUnionBerlin_Away,0,e8d3770b-03dd-4a04-b39d-36e92279706b,3c35222b-771c-4c02-a6e2-9f63a5a515bc,0.11909147,1039,1090,1,48.124881,363.60101710947316,9,17,0,0,0,0,0,2,2,1,3,3,1,0,14,4,5,0,2,8,2,0,0,2,3,0,15,22,22,19,15,0.5281392067722214,4,12.532358118087753,37.851720764370235,1,27.077716666666667
395,LeverkusenVSUnionBerlin_Away,0,935e22db-fc36-4f7d-80de-91ae9a498112,b134c15e-9fb6-422d-bf26-23e2eadcb680,0.047790155,1421,1454,1,31.429063,293.6337503116968,8,11,0,1,1,0,0,0,0,2,1,0,0,0,2,4,9,2,9,0,0,0,1,2,0,0,2,22,17,14,10,0.5747192628851137,5,11.289375536317324,40.233842402582454,1,37.16331666666667
396,LeverkusenVSUnionBerlin_Away,0,d27222fa-f94e-4c78-9dcb-481abe654c5e,df6f873b-6545-4098-90ea-f3b6fe2a472d,0.024627369,1570,1681,1,99.66536400000001,796.2250123132986,11,33,0,0,5,0,0,3,0,6,3,7,5,2,11,8,3,3,32,5,3,1,9,5,0,0,13,18,50,47,30,0.5077631578947369,1,28.37040711727627,15.777864243454056,1,42.32075
397,LeverkusenVSUnionBerlin_Away,0,f5dea30a-5df6-4639-94dd-8319d9c8b256,7b24f87f-a030-497c-980a-3c68c7fbd293,1.028451118,1853,1888,4,11.843915,106.72924941409894,7,3,2,2,8,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,2,0,4,6,2,13,23,18,14,11,0.5236957694382369,0,12.0,39.4783616717897,1,52.25973333333334
398,LeverkusenVSUnionBerlin_Away,0,cc22cb9b-7162-499c-bcbb-ada646e7321e,c5d0de08-369e-4591-ba1d-76183f20b8fd,0.04973654,2106,2145,1,30.455525000000005,214.31751402738678,10,9,0,2,3,0,2,2,0,3,0,4,3,0,0,0,4,3,1,0,1,6,0,0,6,0,8,23,21,18,9,0.5391735537190082,0,18.13973538947027,15.353328448520696,2,51.02218333333333
399,LeverkusenVSUnionBerlin_Away,0,020286f7-259d-4f4e-91a6-e1a361609c4a,d4302f2a-20fa-4061-b67f-3d7efba8c01c,0.221720044,2402,2435,2,28.389166000000003,228.47062904401952,7,10,2,3,3,0,0,0,1,0,0,2,4,0,2,1,0,0,0,1,0,0,4,4,4,1,11,22,22,13,14,0.5184842883548983,1,8.768124086713193,42.46514725148564,2,59.559799999999996
400,LeverkusenVSUnionBerlin_Away,0,020d62c6-44da-4187-b187-80ef2d57b0af,f005fad2-2a65-4308-a07e-838069e009e2,0.16930944,3019,3099,1,73.59957800299998,504.1645816401691,10,20,0,3,0,0,2,3,1,2,4,4,13,0,2,12,11,3,0,0,4,10,0,0,7,0,13,23,41,32,24,0.5191966370854741,4,18.12318956475377,25.675109216710183,2,76.32198333333334
401,LeverkusenVSUnionBerlin_Away,0,c30b8aae-d325-46cd-9027-63daceb5b4c1,4a7e50e7-ceff-4390-bae9-b564eb876393,0.12810047,3160,3217,1,49.466141029999996,400.67181123041127,9,18,0,0,3,0,2,0,0,0,0,0,1,3,6,5,11,5,4,5,0,5,5,1,2,0,3,23,24,24,13,0.5901276595744681,2,8.300602387778847,50.52425573074898,2,81.38125
402,LeverkusenVSUnionBerlin_Away,0,5332b262-7816-452d-a1fd-7b48af8459ff,95ac8147-e0e4-4e95-af42-99b2060a6146,0.028277397,3559,3585,1,25.349926999999997,162.49064332114403,5,9,0,0,0,0,0,0,0,0,3,6,8,0,2,4,3,0,0,0,1,0,0,0,0,0,13,19,12,8,8,0.6085825747724317,3,33.118272901828675,14.807733758110434,2,90.3183
403,LeverkusenVSUnionBerlin_Away,0,2fda9d56-0749-4c28-8423-7c45bdab5d5c,3ca29d74-d77f-4d2f-93d0-0dda63ee5c08,0.407585125,3760,3790,2,34.144597,242.90519170802642,6,8,1,2,0,0,3,0,0,0,1,3,0,0,0,0,2,1,0,3,1,5,0,2,1,5,5,22,16,11,9,0.5648351648351648,0,13.280060240827218,30.045626477492814,2,94.62555
404,LeverkusenVSUnionBerlin_Home,1,14f4ee20-90ef-4221-a07d-24b00db16885,a25cc37b-b3a3-44cd-8922-a3ec441c0c5f,0.038663615,519,539,1,16.192332,143.78168820731642,6,6,0,0,2,0,0,4,0,0,0,1,5,0,0,3,3,0,0,3,0,0,0,0,0,0,3,18,6,11,4,0.7660256410256411,2,26.537709019431194,18.148504332153063,1,8.74625
405,LeverkusenVSUnionBerlin_Home,1,8d6a08b1-8af4-4268-a9e9-15bfb8f1eb6f,c65550cd-484e-42e6-a9a5-716ecb1f3935,0.12989874,627,632,1,4.248568,29.38084486819139,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,2,0,16,23,3,3,0,1.0,3,18.322117781522962,26.422607607466453,1,10.79155
406,LeverkusenVSUnionBerlin_Home,1,b25cbbfb-18c1-4626-80be-243bae5dd40c,55a574d6-6d74-47ff-9114-7618d1961d56,0.054101896,799,848,1,40.949539,353.523201565103,9,15,0,0,1,0,0,0,0,1,0,4,3,3,14,9,5,0,3,0,0,0,3,0,3,0,10,23,25,17,17,0.5572244897959183,1,10.076705810928493,33.99652864062712,1,15.082383333333333
407,LeverkusenVSUnionBerlin_Home,1,26249219-1aaa-403d-9971-85039ac34c21,cdcd089d-e633-43b2-adba-c666d69abcb5,0.02085993,1065,1095,1,22.497322,183.2597316260874,8,9,0,0,0,0,0,1,6,0,0,3,0,1,0,3,3,1,1,3,5,0,0,4,0,0,16,22,13,12,8,0.5332780999723834,1,25.03797116381437,14.371086309801042,1,22.415933333333335
408,LeverkusenVSUnionBerlin_Home,1,be933b6b-1652-4653-9ad8-a0df5b72be37,a6b368d7-b835-4286-b7b4-99d22d840d7d,0.36149883,1190,1201,1,12.870414000000002,74.4961144448756,3,2,0,1,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,0,2,0,13,23,7,5,4,0.5552246886843529,1,9.48103369891701,42.152620785117634,1,25.547783333333335
409,LeverkusenVSUnionBerlin_Home,1,a3e2798c-f550-4f03-a9f1-791ef44d42e6,93649db2-e808-4b45-8cb1-17950814d539,0.1880658,1344,1357,1,18.159625000000002,139.0960284706835,5,4,0,0,0,0,0,0,0,0,0,0,2,1,0,3,1,2,0,0,0,0,0,2,0,3,16,22,6,6,2,0.7320099255583126,2,7.762087348130014,56.07203444109593,1,29.555533333333333
410,LeverkusenVSUnionBerlin_Home,1,0002e561-40cf-401a-a298-61f1cce6a57c,25abefc0-4c2e-4ea7-8173-900646effd32,0.15075712,2056,2062,1,8.711397,53.28067988643177,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,11,22,4,2,2,0.5940093828942621,2,16.30858669535775,29.264506086604232,1,44.18861666666667
411,LeverkusenVSUnionBerlin_Home,1,22faaec3-8a07-46eb-ae8c-fd5bddfaa545,f9342d31-207c-440e-b463-fc78a308127e,0.025693294,2376,2448,1,65.657261,443.80127840989854,11,22,0,4,0,0,1,4,0,0,8,8,9,8,8,2,2,2,0,0,10,0,0,0,4,3,13,19,35,25,23,0.533076153736248,5,28.255441953719295,16.83487163106272,2,49.30945
412,LeverkusenVSUnionBerlin_Home,1,da7c4816-2e4a-4354-b806-7333e134e0c2,d96cfd17-a83b-4b81-8d2d-e523ba732374,0.12228728,2754,2812,1,53.57655700000001,398.9865897439296,10,17,0,4,4,0,3,3,3,0,7,12,8,0,0,5,1,6,0,0,0,0,0,0,2,0,3,23,24,21,21,0.5882556729603327,2,7.150524456289898,54.472550505525824,2,56.3334
413,LeverkusenVSUnionBerlin_Home,1,35acdbdc-91a9-4e10-b9ca-8525154a5c3b,e1eb645b-3eff-4150-9c0d-610d774c8a8c,0.18264069,2827,2838,1,11.004571999999998,97.51053430344706,4,3,0,0,0,0,0,0,3,0,0,0,3,0,0,2,0,0,0,1,0,0,0,1,2,0,7,23,6,6,1,0.7258771929824561,1,10.282509421342633,33.49517141846699,2,57.68976666666667
414,LeverkusenVSUnionBerlin_Home,1,a5f835fe-aa02-4a07-9fcb-6aa5e61c0c33,09cd0246-4e1e-4216-8615-7d44bb2ad927,0.058038904,2908,3154,2,181.812622002,1182.8577903437347,10,70,0,6,9,3,0,4,7,4,4,19,17,1,13,53,4,1,31,33,10,3,4,13,6,0,6,18,105,88,81,0.5079689415610952,0,30.686967917994114,13.633565676109477,2,63.92503333333333
415,LeverkusenVSUnionBerlin_Home,1,14f03914-07c6-4c95-b877-970da010ce39,8f29e37b-fcf9-4352-9b47-ebeb7ec4128b,0.028427424,3183,3245,1,58.293577002999996,461.30866580205713,11,20,0,0,1,0,3,0,2,0,8,8,16,3,6,9,2,4,0,1,0,0,0,0,0,0,3,18,25,22,15,0.5993836671802774,2,24.456083087853624,18.639399970612875,2,65.74233333333333
416,LeverkusenVSUnionBerlin_Home,1,fbf1482f-e9d6-48ee-928d-9c0f1465c514,9abaa1b0-a83d-4665-b529-1eaa5670ec57,0.37175533,3395,3526,2,121.15949700000003,770.4112512469396,9,37,0,2,4,3,0,0,3,7,5,12,9,11,11,35,3,8,2,3,2,2,0,8,2,0,8,23,55,46,35,0.5225721620437042,1,8.709190547921205,52.587013488442075,2,70.77285
417,LeverkusenVSUnionBerlin_Home,1,aabcc582-0b0e-4219-b183-19d92551a4d4,6d7a9d07-7cfa-43bb-914a-12c10b9903e4,0.035101973,3559,3573,1,15.950121999999997,163.16832992278535,6,3,0,0,1,0,0,1,3,0,3,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,3,22,8,7,4,0.6422582448295137,1,9.656603957913982,16.683605678082166,2,72.68646666666666
418,LeverkusenVSUnionBerlin_Home,1,7ee1b993-b077-4b24-a347-eccea5858827,11ad6229-a4d4-4e1e-b3b2-f41297ed5f1a,0.06197454,3932,3943,1,12.916278000000002,118.69344796730397,3,3,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,2,0,2,23,6,6,1,0.6789272030651342,1,18.80425483766905,16.60171680891386,2,82.58143333333334
419,LeverkusenVSUnionBerlin_Home,1,03a2f791-a051-4666-b9e0-347460161b53,3fe13d81-43f4-4a78-9fdd-f40658d9283d,0.053452987,3971,3983,1,11.791806000000001,110.9389041632202,5,4,0,0,0,0,0,0,4,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,0,7,23,4,7,1,0.9067713444553483,0,20.0,15.158162783971239,2,84.28133333333334
420,LeverkusenVSVfBStuttgart_Away,0,81d025d7-5884-47ad-95da-737b7b0c0f95,b78687fc-d237-4b9f-be81-4c2a111a1384,0.06469139,258,315,1,43.75237300299999,275.23052292841794,9,13,0,0,4,0,15,2,0,6,9,0,0,3,2,0,2,3,3,0,2,3,0,4,0,0,5,22,37,22,19,0.5258421187966058,0,13.729530217745978,17.175554760348163,1,8.184633333333334
421,LeverkusenVSVfBStuttgart_Away,0,f57f63cd-7c41-4327-a0fb-0e38f49cae30,576113b3-1004-4850-bfad-e96133205c88,0.17982207,1042,1122,1,56.299275009999995,385.9037749487607,9,22,1,3,5,0,0,0,4,3,1,0,1,1,4,5,5,3,13,5,4,4,6,4,5,4,24,23,42,31,26,0.5010843444112303,2,13.069812546475184,36.111723218877835,1,23.859816666666667
422,LeverkusenVSVfBStuttgart_Away,0,6cde5e2b-e4d2-4b5c-84d6-2099a21ddfc6,5f41c271-2174-435e-9201-8ba2bd24d727,0.060102144,1174,1189,2,14.066201999999999,122.04771920835569,4,2,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,5,23,10,4,7,0.5574461896451425,5,12.126417442921875,37.134603867846906,1,26.60385
423,LeverkusenVSVfBStuttgart_Away,0,a4edc69f-f0f7-430c-a367-51a72a525730,01c4cfa5-5c6a-4dc6-900b-efd581dd5767,0.10069800400000001,1241,1268,2,20.716041999999998,169.13617769986945,5,6,0,0,4,0,0,1,0,1,0,1,0,0,2,0,4,0,2,1,0,0,2,6,3,0,13,22,18,11,10,0.5174038770483025,5,8.782368700982673,51.974546404037305,1,29.295766666666665
424,LeverkusenVSVfBStuttgart_Away,0,a9dca599-1e3d-449c-a90f-748d24a0ec03,d4a594dc-7e21-41cb-b7c0-165be65773af,0.0374117,1323,1335,1,11.807868000000001,76.06657545816506,4,2,0,0,0,0,0,0,0,0,0,2,1,0,0,2,3,0,2,0,0,0,1,2,0,0,10,22,8,6,2,0.8504155124653738,0,22.13345883498555,16.10200574871468,1,32.77245
425,LeverkusenVSVfBStuttgart_Away,0,4f1dea41-77d1-4445-9586-218cbe3a5868,55921c79-beb6-4065-a1e7-3a0622209b84,0.12123736,1383,1395,1,11.188132999999999,92.69569990305703,4,3,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,9,22,5,5,2,0.6298701298701299,2,15.148927354766737,25.721110779546144,1,34.15951666666667
426,LeverkusenVSVfBStuttgart_Away,0,0dc1e36d-6ea9-4030-aea5-71aaef3d7162,da131ba5-59f8-45ea-8dae-83ec533221db,0.44466448,2077,2157,1,55.422070999999995,435.47274211062313,10,21,2,2,0,0,0,0,3,0,6,2,8,8,9,11,2,7,0,0,0,3,0,3,6,8,15,23,42,24,33,0.5215477870962384,1,8.35284382710463,50.041892410840795,2,46.602983333333334
